CustomerKey,FirstName,LastName,FullName,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,DateFirstPurchase,CommuteDistance
26021,Meghan,Gutierrez,"Gutierrez, Meghan",28-07-1969 00:00,S,F,100000,1,0,Graduate Degree,Management,1,0,8227 Myrtle Drive,26-01-2015 00:00,0-1 Miles
26022,Jamie,Gao,"Gao, Jamie",04-04-1969 00:00,M,F,100000,1,0,Graduate Degree,Management,1,0,5957 Pacifica Ave.,30-01-2015 00:00,2-5 Miles
26023,Crystal,Huang,"Huang, Crystal",09-11-1968 00:00,M,F,60000,2,2,Bachelors,Professional,0,1,3241 Dutch Slough Rd.,10-01-2015 00:00,0-1 Miles
26024,Jill,Gutierrez,"Gutierrez, Jill",21-10-1970 00:00,S,F,80000,4,4,Graduate Degree,Management,1,1,3183 Chestnut Ave.,11-02-2015 00:00,0-1 Miles
26025,Aimee,Zhang,"Zhang, Aimee",15-02-1970 00:00,S,F,90000,2,0,Bachelors,Professional,1,0,3648 ViewPoint Court,28-02-2015 00:00,0-1 Miles
26026,Cindy,Srini,"Srini, Cindy",14-05-1967 00:00,S,F,70000,5,5,Bachelors,Professional,1,3,9099 Warmcastle Ct.,08-03-2016 00:00,10+ Miles
26027,Michele,Luo,"Luo, Michele",24-12-1969 00:00,S,F,110000,1,0,Graduate Degree,Management,0,1,330 Shenandoah Dr.,28-02-2015 00:00,1-2 Miles
26028,Brandy,Garcia,"Garcia, Brandy",14-10-1969 00:00,S,F,130000,1,0,Graduate Degree,Management,0,1,7420 Lilac Circle,28-02-2015 00:00,2-5 Miles
26029,Roy,Vazquez,"Vazquez, Roy",19-07-1966 00:00,M,M,80000,5,5,Graduate Degree,Management,0,3,8275 Tono Lane,26-02-2015 00:00,0-1 Miles
26030,Rebekah,Subram,"Subram, Rebekah",22-10-1965 00:00,M,F,60000,3,3,Bachelors,Professional,1,1,1290 Arguello Blvd.,17-06-2016 00:00,5-10 Miles
26031,Katrina,Kumar,"Kumar, Katrina",27-05-1965 00:00,S,F,60000,3,3,Bachelors,Professional,0,1,6838 El Rancho Drive,,0-1 Miles
26032,Leslie,Ruiz,"Ruiz, Leslie",05-08-1965 00:00,M,F,70000,5,5,Bachelors,Professional,1,4,8195 Geary Ct.,09-02-2016 00:00,10+ Miles
26033,Danny,Vazquez,"Vazquez, Danny",13-07-1965 00:00,S,M,70000,0,0,Bachelors,Professional,1,1,9012 F St.,09-02-2015 00:00,5-10 Miles
26034,Rosa,Gao,"Gao, Rosa",27-06-1964 00:00,M,F,60000,3,3,Bachelors,Professional,1,2,9052 Madhatter Lane,29-08-2016 00:00,0-1 Miles
26035,Shannon,Vazquez,"Vazquez, Shannon",28-05-1964 00:00,S,M,60000,3,3,Bachelors,Professional,1,2,8129 Golden Rain,20-07-2016 00:00,5-10 Miles
26036,Haley,Wright,"Wright, Haley",20-10-1964 00:00,S,F,60000,3,3,Bachelors,Professional,1,2,9279 Masonic Dr.,07-11-2016 00:00,5-10 Miles
26037,Erik,Dominguez,"Dominguez, Erik",17-06-1973 00:00,S,M,20000,0,0,Partial High School,Manual,1,2,637 Lindsey Court,25-02-2016 00:00,1-2 Miles
26038,Nicole,Flores,"Flores, Nicole",24-12-1973 00:00,S,F,30000,0,0,Partial College,Clerical,0,1,Dunckerstr 6844,01-09-2016 00:00,2-5 Miles
26039,Robert,Garcia,"Garcia, Robert",13-01-1957 00:00,M,M,60000,2,0,High School,Professional,1,2,8401 Carson Street,08-11-2016 00:00,5-10 Miles
26040,Ana,Butler,"Butler, Ana",24-05-1957 00:00,M,F,70000,2,1,Partial College,Professional,1,0,6144 Rising Dawn Way,16-07-2015 00:00,5-10 Miles
26041,Gloria,Torres,"Torres, Gloria",05-07-1957 00:00,M,F,70000,3,2,Partial College,Professional,1,0,692 Honey Trail Lane,02-10-2014 00:00,0-1 Miles
26042,Devin,Griffin,"Griffin, Devin",06-10-1957 00:00,M,M,90000,2,0,Partial College,Professional,0,1,7053 Santa Maria Ct.,12-10-2014 00:00,2-5 Miles
26043,Jodi,Becker,"Becker, Jodi",08-08-1956 00:00,M,F,80000,2,0,Partial High School,Skilled Manual,1,2,9183 J Ave,01-11-2016 00:00,5-10 Miles
26044,Gavin,Hughes,"Hughes, Gavin",18-04-1956 00:00,S,M,80000,2,0,Partial High School,Skilled Manual,0,2,1597 Apple Dr.,22-04-2016 00:00,1-2 Miles
26045,Samuel,Jenkins,"Jenkins, Samuel",14-06-1956 00:00,S,M,80000,2,0,Partial High School,Skilled Manual,0,2,7532 Erie Dr,01-10-2016 00:00,1-2 Miles
26046,Kara,Kumar,"Kumar, Kara",18-05-1956 00:00,S,F,80000,2,0,Partial High School,Skilled Manual,1,2,2489 Dianda Drive,06-10-2016 00:00,5-10 Miles
26047,Ashley,Hall,"Hall, Ashley",07-04-1956 00:00,M,F,80000,2,0,Partial High School,Skilled Manual,1,2,3535 Hillview Dr.,21-05-2016 00:00,5-10 Miles
26048,Brad,Oliver,"Oliver, Brad",01-01-1956 00:00,M,M,60000,2,0,High School,Professional,1,2,3426 Fernwood Drive,26-07-2016 00:00,5-10 Miles
26049,Christopher,White,"White, Christopher",07-06-1956 00:00,M,M,60000,2,0,High School,Professional,0,2,5165 Oakmead,03-07-2015 00:00,1-2 Miles
26050,Clarence,Ye,"Ye, Clarence",14-09-1956 00:00,S,M,60000,2,0,High School,Professional,0,2,8523 Magic Dr,04-10-2014 00:00,1-2 Miles
26051,Joshua,Williams,"Williams, Joshua",24-12-1932 00:00,M,M,40000,3,0,Partial College,Professional,1,2,5988 Red Leaf,27-12-2016 00:00,5-10 Miles
26052,Carolyn,Subram,"Subram, Carolyn",24-04-1965 00:00,M,F,90000,5,5,Partial College,Professional,1,3,2868 Central Avenue,20-05-2016 00:00,2-5 Miles
26053,Austin,Anderson,"Anderson, Austin",22-03-1965 00:00,M,M,100000,3,1,Bachelors,Management,1,3,7259 Birchwood,20-03-2016 00:00,2-5 Miles
26054,Dylan,Lee,"Lee, Dylan",13-01-1965 00:00,S,M,100000,4,1,Bachelors,Management,0,4,4785 Stillman Court,02-04-2016 00:00,0-1 Miles
26055,Ethan,Foster,"Foster, Ethan",20-08-1965 00:00,S,M,100000,4,1,Partial College,Professional,1,4,6642 Sandview Dr,22-10-2014 00:00,2-5 Miles
26056,Karen,Zeng,"Zeng, Karen",15-12-1965 00:00,S,F,100000,4,1,Partial College,Professional,1,4,9975 Haynes Court,07-11-2014 00:00,2-5 Miles
26057,Barry,Subram,"Subram, Barry",17-02-1965 00:00,S,M,110000,2,2,Bachelors,Management,1,3,7393 Jacaranda Dr.,24-11-2014 00:00,2-5 Miles
26058,Faith,Stewart,"Stewart, Faith",25-11-1965 00:00,S,F,120000,3,2,Bachelors,Management,1,4,3512 View Dr.,24-11-2014 00:00,2-5 Miles
26059,Andrew,Anderson,"Anderson, Andrew",21-10-1965 00:00,M,M,130000,1,1,Graduate Degree,Management,1,4,4777 Rockne Drive,15-05-2016 00:00,0-1 Miles
26060,Kyle,Edwards,"Edwards, Kyle",12-11-1965 00:00,M,M,130000,1,2,Graduate Degree,Management,1,1,744 Ohara Avenue,23-11-2014 00:00,0-1 Miles
26061,Connor,Butler,"Butler, Connor",18-04-1965 00:00,S,M,170000,0,0,Graduate Degree,Management,0,3,7669 Springfield Drive,13-11-2014 00:00,1-2 Miles
26062,Chad,Raji,"Raji, Chad",11-09-1964 00:00,M,M,80000,4,3,Partial College,Professional,1,2,6992 Ponderosa Drive,19-05-2016 00:00,2-5 Miles
26063,Wesley,Lu,"Lu, Wesley",13-07-1964 00:00,M,M,80000,4,3,Partial College,Professional,1,2,2253 Firestone Dr.,01-11-2016 00:00,0-1 Miles
26064,Logan,Scott,"Scott, Logan",20-06-1964 00:00,M,M,100000,5,2,Partial College,Professional,1,1,3534 Park Highlands Blvd.,30-06-2016 00:00,2-5 Miles
26065,Chloe,Powell,"Powell, Chloe",20-02-1964 00:00,S,F,110000,3,2,Bachelors,Management,0,4,1893 Argyll Ave.,19-10-2016 00:00,1-2 Miles
26066,Elizabeth,Martinez,"Martinez, Elizabeth",27-07-1956 00:00,M,F,70000,3,2,Partial College,Professional,0,0,7339 Eureka Lane,25-11-2014 00:00,0-1 Miles
26067,Erin,Morgan,"Morgan, Erin",23-01-1956 00:00,M,F,70000,3,2,Partial College,Professional,0,1,8595 Mariposa Ct,21-11-2016 00:00,0-1 Miles
26068,Dylan,Patterson,"Patterson, Dylan",16-12-1956 00:00,M,M,70000,4,3,Partial College,Professional,1,0,3190 Glenhaven Ave,07-11-2016 00:00,5-10 Miles
26069,Jessica,Foster,"Foster, Jessica",19-09-1956 00:00,M,F,70000,4,3,Partial College,Professional,1,0,428 Delaware Court,06-03-2016 00:00,0-1 Miles
26070,Elijah,Patterson,"Patterson, Elijah",03-07-1956 00:00,S,M,90000,2,1,Partial College,Professional,1,0,5437 Spring Hill Road,23-11-2014 00:00,5-10 Miles
26071,Brittany,Henderson,"Henderson, Brittany",08-07-1955 00:00,S,F,80000,2,0,Partial High School,Skilled Manual,0,2,7904 Eagle Peak Avenue,24-04-2016 00:00,1-2 Miles
26072,Kelli,Zhang,"Zhang, Kelli",05-07-1955 00:00,S,F,80000,2,0,Partial High School,Skilled Manual,1,2,200 Mitchelleanjen Ln.,10-12-2016 00:00,5-10 Miles
26073,Julia,Adams,"Adams, Julia",11-04-1934 00:00,S,F,50000,2,0,Graduate Degree,Management,0,2,6205 Lorie Lane,30-11-2016 00:00,1-2 Miles
26074,Isaac,Reed,"Reed, Isaac",16-10-1963 00:00,M,M,80000,4,3,Partial College,Professional,1,2,7594 Clearland Circle,26-08-2016 00:00,2-5 Miles
26075,Jessica,Walker,"Walker, Jessica",27-04-1963 00:00,S,F,90000,0,0,Partial College,Professional,1,2,5872 Whiteaben Drive,21-11-2014 00:00,2-5 Miles
26076,Kelly,Ross,"Ross, Kelly",13-11-1962 00:00,M,F,80000,5,4,Partial College,Professional,1,2,7114 South Royal Links,23-06-2016 00:00,5-10 Miles
26077,Isaac,Collins,"Collins, Isaac",23-11-1962 00:00,M,M,80000,5,4,Partial College,Professional,1,3,490 Alan Dr.,27-11-2016 00:00,5-10 Miles
26078,Alberto,Dominguez,"Dominguez, Alberto",11-05-1962 00:00,M,M,90000,5,4,Partial College,Professional,1,3,3219 Sandra Circle,28-02-2016 00:00,1-2 Miles
26079,Ryan,Robinson,"Robinson, Ryan",13-09-1962 00:00,M,M,90000,5,4,Partial College,Professional,1,4,5889 Kenwal Rd.,15-07-2016 00:00,5-10 Miles
26080,Sydney,Roberts,"Roberts, Sydney",23-11-1962 00:00,M,F,100000,1,2,Partial College,Professional,1,3,8811 Medicine St.,11-06-2016 00:00,5-10 Miles
26081,Edward,Green,"Green, Edward",23-08-1962 00:00,S,M,100000,1,2,Partial College,Professional,0,3,6412 Clifford Court,13-03-2016 00:00,1-2 Miles
26082,Christian,Johnson,"Johnson, Christian",05-07-1962 00:00,S,M,130000,1,2,Bachelors,Management,0,4,4180 Frisbie Court,06-11-2014 00:00,2-5 Miles
26083,Alyssa,Smith,"Smith, Alyssa",05-02-1962 00:00,S,F,150000,1,1,Partial College,Professional,0,4,324 Mepham Dr.,30-11-2014 00:00,2-5 Miles
26084,Luke,Jenkins,"Jenkins, Luke",26-04-1962 00:00,M,M,160000,1,2,Bachelors,Management,0,3,3309 Clay Way,30-11-2014 00:00,2-5 Miles
26085,Ian,Powell,"Powell, Ian",26-07-1961 00:00,M,M,70000,5,4,Partial College,Professional,1,3,2602 Glenside Court,19-06-2016 00:00,5-10 Miles
26086,Sean,Cox,"Cox, Sean",20-07-1961 00:00,M,M,80000,5,4,Partial College,Professional,1,3,2862 Pinehurst Court,23-10-2016 00:00,5-10 Miles
26087,Ashley,Price,"Price, Ashley",27-07-1961 00:00,M,F,90000,4,3,High School,Professional,1,1,1820 St. Andrews Dr.,13-10-2016 00:00,5-10 Miles
26088,Ethan,Perry,"Perry, Ethan",16-09-1961 00:00,M,M,90000,4,3,High School,Professional,1,2,4823 Park Blvd.,16-09-2016 00:00,5-10 Miles
26089,Terry,Rai,"Rai, Terry",11-08-1961 00:00,S,M,110000,1,3,Bachelors,Management,0,3,4488 Kirkwood Drive,13-11-2014 00:00,2-5 Miles
26090,Mathew,Moreno,"Moreno, Mathew",23-10-1961 00:00,S,M,110000,1,3,Bachelors,Management,1,3,6695 Treat Blvd.,05-11-2014 00:00,5-10 Miles
26091,Chloe,Bennett,"Bennett, Chloe",21-08-1961 00:00,M,F,160000,1,2,Bachelors,Management,0,4,438 Mt. Etna,14-11-2014 00:00,2-5 Miles
26092,Devin,Morgan,"Morgan, Devin",04-05-1955 00:00,S,M,80000,2,0,Partial High School,Skilled Manual,1,2,6514 Las Juntas Way,17-12-2016 00:00,5-10 Miles
26093,Nicole,Washington,"Washington, Nicole",10-08-1955 00:00,S,F,60000,2,0,High School,Professional,0,2,3410 Hemlock Ave.,24-11-2014 00:00,1-2 Miles
26094,Sarah,Butler,"Butler, Sarah",11-06-1955 00:00,M,F,60000,2,0,High School,Professional,0,2,7292 Preakness Court,05-11-2014 00:00,1-2 Miles
26095,Trinity,Kelly,"Kelly, Trinity",15-07-1955 00:00,M,F,70000,4,3,High School,Professional,1,0,290 Reed Way,13-08-2016 00:00,5-10 Miles
26096,Kevin,Wright,"Wright, Kevin",25-01-1955 00:00,M,M,90000,2,1,High School,Professional,1,1,2753 Rubiem Ct.,24-12-2014 00:00,10+ Miles
26097,Robert,Flores,"Flores, Robert",11-06-1935 00:00,S,M,130000,2,3,Graduate Degree,Management,0,3,400 Pecan Street,23-12-2014 00:00,2-5 Miles
26098,Daniel,Lee,"Lee, Daniel",09-09-1935 00:00,S,M,130000,2,3,Graduate Degree,Management,0,3,4575 Shannondale Drive,30-12-2014 00:00,2-5 Miles
26099,Christina,Bell,"Bell, Christina",09-01-1936 00:00,M,F,40000,3,0,Partial College,Professional,0,2,2324 California St,17-05-2016 00:00,1-2 Miles
26100,James,Ptaszynski,"Ptaszynski, James",02-04-1936 00:00,S,F,40000,3,0,Partial College,Professional,1,2,7345 Kenwal Rd.,,5-10 Miles
26101,Phillip,Smith,"Smith, Phillip",13-01-1936 00:00,M,M,50000,2,0,Graduate Degree,Management,1,2,4914 Sierra Drive,09-07-2016 00:00,5-10 Miles
26102,Ana,Wood,"Wood, Ana",22-06-1960 00:00,S,F,90000,4,3,High School,Professional,0,2,6105 Brownstone Rd,02-04-2016 00:00,1-2 Miles
26103,Jack,Yang,"Yang, Jack",26-03-1960 00:00,M,M,90000,4,3,High School,Professional,1,3,533 Beauer Lane,,5-10 Miles
26104,Timothy,Edwards,"Edwards, Timothy",14-02-1960 00:00,M,M,100000,0,3,Partial College,Professional,0,0,8780 Stephanie Way,22-08-2016 00:00,1-2 Miles
26105,Morgan,Gonzales,"Gonzales, Morgan",10-11-1960 00:00,M,F,110000,3,3,Partial College,Professional,0,4,705 Seaview Avenue,14-06-2016 00:00,2-5 Miles
26106,Connor,King,"King, Connor",12-03-1960 00:00,S,M,120000,5,4,High School,Professional,1,3,3819 Clayton Way,21-12-2014 00:00,5-10 Miles
26107,Alexis,Thomas,"Thomas, Alexis",12-04-1960 00:00,M,F,130000,4,3,Bachelors,Management,1,3,6987 Buchanan Ct.,06-12-2014 00:00,0-1 Miles
26108,Dylan,Thompson,"Thompson, Dylan",05-05-1960 00:00,S,M,170000,1,1,Graduate Degree,Management,0,2,6321 Laguna Street,,2-5 Miles
26109,Dalton,Rodriguez,"Rodriguez, Dalton",03-09-1954 00:00,M,M,70000,3,0,Partial High School,Skilled Manual,1,2,7839 Liszt Way,24-10-2016 00:00,5-10 Miles
26110,James,Alexander,"Alexander, James",05-11-1954 00:00,M,M,70000,3,1,High School,Professional,1,0,9910 North Wateroak Ct,13-12-2014 00:00,1-2 Miles
26111,Sarah,Coleman,"Coleman, Sarah",10-07-1954 00:00,M,F,70000,3,1,High School,Professional,1,1,5497 Corte Del Prado,20-12-2014 00:00,5-10 Miles
26112,Luke,Perry,"Perry, Luke",10-08-1953 00:00,M,M,70000,3,0,Graduate Degree,Management,1,2,1641 Overhill Rd,10-12-2014 00:00,5-10 Miles
26113,Caitlin,Rivera,"Rivera, Caitlin",13-03-1953 00:00,S,F,70000,3,0,Graduate Degree,Management,1,2,3598 Walnut Place,05-08-2015 00:00,5-10 Miles
26114,Isaac,Peterson,"Peterson, Isaac",17-02-1953 00:00,S,M,70000,3,0,Graduate Degree,Management,1,2,9187 Mario Way,14-12-2014 00:00,5-10 Miles
26115,Savannah,Mitchell,"Mitchell, Savannah",24-10-1953 00:00,S,F,70000,3,0,Graduate Degree,Management,0,2,4712 Brook Way,02-09-2015 00:00,1-2 Miles
26116,Ashley,Martin,"Martin, Ashley",05-07-1953 00:00,S,F,70000,3,0,Graduate Degree,Management,0,2,799 B St.,19-12-2014 00:00,1-2 Miles
26117,Samuel,Wright,"Wright, Samuel",08-10-1952 00:00,M,M,40000,3,0,Partial College,Professional,1,2,7797 Richard Place,24-05-2016 00:00,5-10 Miles
26118,Ashley,Butler,"Butler, Ashley",25-08-1952 00:00,M,F,40000,3,0,Partial College,Professional,1,2,5243 Miguel Drive,20-06-2016 00:00,5-10 Miles
26119,Danielle,Gray,"Gray, Danielle",18-11-1951 00:00,M,F,40000,3,0,Partial College,Professional,1,2,6586 El Rancho Drive,17-12-2016 00:00,5-10 Miles
26120,Miguel,Lewis,"Lewis, Miguel",21-04-1951 00:00,S,M,40000,3,0,Partial College,Professional,0,2,7943 Walnut Ave,27-01-2015 00:00,1-2 Miles
26121,Madeline,Nelson,"Nelson, Madeline",17-07-1951 00:00,M,F,40000,3,0,Partial College,Professional,0,2,8499 San Marino Ct.,17-01-2015 00:00,1-2 Miles
26122,Lauren,Gonzales,"Gonzales, Lauren",07-04-1951 00:00,S,F,40000,4,0,Partial College,Professional,1,2,7765 Sunsine Drive,21-12-2016 00:00,5-10 Miles
26123,Isabella,Scott,"Scott, Isabella",07-11-1951 00:00,S,F,40000,4,0,Partial College,Professional,1,2,9660 Algiers Drive,14-02-2016 00:00,5-10 Miles
26124,Riley,James,"James, Riley",12-03-1950 00:00,M,F,40000,4,0,Partial College,Professional,1,2,2953 Fruitwood Drive,13-06-2016 00:00,5-10 Miles
26125,Sara,Roberts,"Roberts, Sara",14-11-1950 00:00,S,F,40000,4,0,Partial College,Professional,1,2,1121 Serrano Way,05-06-2016 00:00,5-10 Miles
26126,Alexandra,Bell,"Bell, Alexandra",26-10-1949 00:00,M,F,30000,4,0,High School,Professional,1,2,2944 North Main St.,13-12-2016 00:00,5-10 Miles
26127,Terry,Chander,"Chander, Terry",02-04-1949 00:00,M,M,30000,4,0,High School,Professional,1,2,521 Hermosa,09-01-2015 00:00,5-10 Miles
26128,Samuel,Phillips,"Phillips, Samuel",27-05-1949 00:00,S,M,30000,4,0,High School,Professional,1,2,1296 Banyan Way,08-07-2016 00:00,5-10 Miles
26129,Jodi,Anand,"Anand, Jodi",04-04-1964 00:00,M,F,60000,4,4,Bachelors,Professional,1,2,7102 Serrano Way,18-12-2016 00:00,0-1 Miles
26130,Ronnie,Liu,"Liu, Ronnie",13-11-1964 00:00,M,M,60000,4,4,Bachelors,Professional,1,3,6314 Minute Dr.,24-03-2016 00:00,10+ Miles
26131,Lawrence,Suarez,"Suarez, Lawrence",26-10-1963 00:00,M,M,60000,3,2,Bachelors,Professional,1,2,9583 Silverwood Dr.,09-02-2015 00:00,5-10 Miles
26132,Shelby,Ward,"Ward, Shelby",14-12-1963 00:00,S,F,70000,0,0,Bachelors,Professional,0,1,7355 Stillwater Ct,04-02-2016 00:00,5-10 Miles
26133,Jesse,Hall,"Hall, Jesse",11-07-1963 00:00,S,M,70000,0,0,Bachelors,Professional,1,1,2539 Artnell Ct,11-02-2015 00:00,5-10 Miles
26134,Bridget,Goel,"Goel, Bridget",05-05-1967 00:00,M,F,90000,3,3,Bachelors,Professional,1,0,7686 O St.,04-02-2015 00:00,1-2 Miles
26135,Erica,Sun,"Sun, Erica",21-02-1967 00:00,M,F,90000,3,3,Bachelors,Professional,1,0,7141 Second Ave.,20-03-2015 00:00,1-2 Miles
26136,Tabitha,Gonzalez,"Gonzalez, Tabitha",27-06-1967 00:00,M,F,90000,3,3,Bachelors,Professional,1,0,6531 William Reed Dr.,11-08-2016 00:00,0-1 Miles
26137,Joshua,Clark,"Clark, Joshua",08-04-1967 00:00,M,M,90000,4,4,Bachelors,Professional,1,0,2467 Clearland Circle,09-09-2016 00:00,0-1 Miles
26138,Latoya,Chander,"Chander, Latoya",09-03-1962 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,6037 Daffodil Drive,30-03-2015 00:00,5-10 Miles
26139,Derek,Nara,"Nara, Derek",21-07-1961 00:00,S,M,60000,1,0,Partial College,Skilled Manual,1,1,7144 Augustine Drive,03-03-2016 00:00,5-10 Miles
26140,Emily,Long,"Long, Emily",28-12-1966 00:00,S,F,100000,0,0,Graduate Degree,Management,0,1,9344 Vloching Circle,23-03-2015 00:00,1-2 Miles
26141,Jorge,Zhu,"Zhu, Jorge",27-09-1966 00:00,S,M,110000,0,0,Graduate Degree,Management,1,3,3632 Ramsay Circle,11-02-2016 00:00,1-2 Miles
26142,Micheal,Dominguez,"Dominguez, Micheal",26-12-1960 00:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,1256 Orangewood Ave.,26-03-2015 00:00,5-10 Miles
26143,Michele,Mehta,"Mehta, Michele",09-08-1959 00:00,M,F,90000,1,0,Bachelors,Professional,1,1,2809 Via Montana,05-07-2016 00:00,5-10 Miles
26144,Cassidy,Russell,"Russell, Cassidy",08-02-1933 00:00,S,F,40000,2,0,Bachelors,Professional,1,1,6441 Clear Court,06-05-2016 00:00,5-10 Miles
26145,Calvin,Shen,"Shen, Calvin",13-10-1965 00:00,M,M,70000,0,0,Bachelors,Professional,0,1,2074 Bluefish Lane,08-07-2016 00:00,0-1 Miles
26146,Laura,Wang,"Wang, Laura",11-03-1965 00:00,M,F,80000,5,5,Bachelors,Professional,1,4,4006 Sunny Ave.,14-12-2016 00:00,1-2 Miles
26147,Ivan,Subram,"Subram, Ivan",01-02-1965 00:00,M,M,80000,5,5,Bachelors,Professional,1,4,9183 Glenmount Dr.,24-12-2016 00:00,1-2 Miles
26148,Michael,Thompson,"Thompson, Michael",27-03-1965 00:00,M,M,80000,5,5,Bachelors,Professional,1,4,8084 Cardiff Drive,12-03-2015 00:00,1-2 Miles
26149,Casey,Chande,"Chande, Casey",14-03-1964 00:00,S,F,70000,0,0,Bachelors,Professional,0,1,8802 Valley Manor,06-10-2016 00:00,5-10 Miles
26150,Nancy,Rana,"Rana, Nancy",27-10-1964 00:00,S,F,70000,0,0,Bachelors,Professional,0,1,1828 Blackburn Ct.,25-03-2015 00:00,0-1 Miles
26151,Austin,Lee,"Lee, Austin",05-02-1959 00:00,M,M,90000,1,0,Bachelors,Professional,1,1,5627 Crystal Avenue,27-06-2016 00:00,5-10 Miles
26152,Jaime,Gill,"Gill, Jaime",13-08-1963 00:00,S,F,70000,0,0,Bachelors,Professional,0,2,371 Woodside Way,02-03-2015 00:00,5-10 Miles
26153,Rebecca,Collins,"Collins, Rebecca",10-05-1962 00:00,M,F,60000,1,0,Partial College,Skilled Manual,1,1,4501 Terrace Road,10-03-2015 00:00,5-10 Miles
26154,Cory,Madan,"Madan, Cory",28-10-1962 00:00,M,M,60000,1,0,Partial College,Skilled Manual,1,1,9497 Richard Ave.,20-03-2015 00:00,5-10 Miles
26155,Chad,Xie,"Xie, Chad",22-09-1962 00:00,M,M,70000,5,4,Bachelors,Professional,1,2,8753 Jacaranda Dr.,28-09-2016 00:00,5-10 Miles
26156,Shannon,Cai,"Cai, Shannon",06-04-1962 00:00,M,F,70000,5,4,Partial College,Skilled Manual,1,2,674 Woodchuck Pl.,18-08-2016 00:00,5-10 Miles
26157,Brad,Xu,"Xu, Brad",11-02-1961 00:00,M,M,70000,5,4,Partial College,Skilled Manual,1,3,6869 Shakespeare Drive,30-09-2016 00:00,10+ Miles
26158,Lisa,Wu,"Wu, Lisa",15-08-1957 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,8426 Easley Dr.,03-05-2016 00:00,5-10 Miles
26159,Virginia,Raman,"Raman, Virginia",10-07-1957 00:00,S,F,70000,1,0,Partial College,Skilled Manual,1,1,3242 Coralie Drive,17-09-2016 00:00,5-10 Miles
26160,Leonard,Lal,"Lal, Leonard",26-08-1957 00:00,M,M,70000,1,0,Partial College,Skilled Manual,1,1,4644 St. Andrews Way,13-04-2015 00:00,5-10 Miles
26161,Wayne,Raji,"Raji, Wayne",19-10-1960 00:00,M,M,60000,3,2,Partial College,Skilled Manual,1,2,8989 Twincreek Ct.,12-04-2015 00:00,5-10 Miles
26162,Toni,Malhotra,"Malhotra, Toni",10-08-1960 00:00,M,F,60000,3,2,Partial College,Skilled Manual,1,2,7367 Wests Way,07-04-2015 00:00,0-1 Miles
26163,Autumn,Cai,"Cai, Autumn",18-05-1960 00:00,M,F,70000,5,4,Partial College,Skilled Manual,1,3,8958 Carleton Street,25-03-2016 00:00,10+ Miles
26164,Krista,Vazquez,"Vazquez, Krista",12-12-1960 00:00,M,F,70000,5,4,Partial College,Skilled Manual,0,3,2396 Mink Court,06-07-2016 00:00,5-10 Miles
26165,Alexandra,Flores,"Flores, Alexandra",26-02-1957 00:00,M,F,70000,1,0,Partial College,Skilled Manual,1,1,7354 Scramble Rd,01-04-2015 00:00,5-10 Miles
26166,Brett,Van,"Van, Brett",07-03-1956 00:00,M,M,80000,1,0,Partial College,Skilled Manual,0,1,2035 Shelly Dr,26-12-2016 00:00,0-1 Miles
26167,Jaclyn,Zhao,"Zhao, Jaclyn",21-05-1953 00:00,S,F,40000,2,0,Bachelors,Management,0,1,8033 Gumwood,29-04-2015 00:00,5-10 Miles
26168,Ian,Campbell,"Campbell, Ian",26-08-1976 00:00,S,M,30000,0,0,High School,Skilled Manual,1,2,700 Oaxaca,21-11-2016 00:00,5-10 Miles
26169,Alexandra,White,"White, Alexandra",02-03-1976 00:00,M,F,30000,0,0,High School,Skilled Manual,1,2,287 D Bel Air Dr.,22-11-2016 00:00,5-10 Miles
26170,Jeremiah,Jenkins,"Jenkins, Jeremiah",04-05-1976 00:00,S,M,30000,0,0,High School,Skilled Manual,0,2,7356 Indigo Ct.,,0-1 Miles
26171,Randall,Ruiz,"Ruiz, Randall",03-09-1975 00:00,M,M,40000,0,0,High School,Skilled Manual,1,1,8412 Jorge,07-06-2016 00:00,5-10 Miles
26172,Madeline,Hernandez,"Hernandez, Madeline",18-08-1975 00:00,S,F,40000,0,0,High School,Skilled Manual,0,2,5863 Masonic Dr.,,0-1 Miles
26173,Ariana,Rivera,"Rivera, Ariana",02-10-1976 00:00,M,F,40000,0,0,High School,Skilled Manual,1,2,5013 Military E,01-05-2016 00:00,5-10 Miles
26174,Isaac,Adams,"Adams, Isaac",26-06-1980 00:00,S,M,30000,0,0,High School,Skilled Manual,0,2,3146 Rose Street,11-01-2015 00:00,0-1 Miles
26175,Jose,Hughes,"Hughes, Jose",17-08-1980 00:00,M,M,30000,0,0,High School,Skilled Manual,1,2,5307 Wildberry Court,18-03-2016 00:00,5-10 Miles
26176,Jason,Hayes,"Hayes, Jason",16-08-1980 00:00,S,M,30000,0,0,High School,Skilled Manual,1,2,4849 C Olivera Rd,04-10-2016 00:00,5-10 Miles
26177,Nicole,Simmons,"Simmons, Nicole",07-10-1980 00:00,M,F,30000,0,0,High School,Skilled Manual,0,2,5200 Pennsylvania Blvd,10-09-2016 00:00,0-1 Miles
